title	date	link
[Webinar] How Cyber Attack Groups Are Spinning a Larger Ransomware Web	June 30, 2021	https://thehackernews.com/2021/06/webinar-how-cyber-attack-groups-are.html
SolarWinds Hackers Breach Microsoft Customer Support to Target its Customers	June 28, 2021	https://thehackernews.com/2021/06/solarwinds-hackers-breach-microsoft.html
Watch Out! Zyxel Firewalls and VPNs Under Active Cyberattack	June 25, 2021	https://thehackernews.com/2021/06/watch-out-zyxel-firewalls-and-vpns.html
Pakistan-linked hackers targeted Indian power company with ReverseRat	June 23, 2021	https://thehackernews.com/2021/06/pakistan-linked-hackers-targeted-indian.html
Wormable DarkRadiation Ransomware Targets Linux and Docker Instances	June 22, 2021	https://thehackernews.com/2021/06/wormable-darkradiation-ransomware.html
North Korea Exploited VPN Flaw to Hack South's Nuclear Research Institute	June 19, 2021	https://thehackernews.com/2021/06/north-korea-exploited-vpn-flaw-to-hack.html
Cyber espionage by Chinese hackers in neighbouring nations is on the rise	June 19, 2021	https://thehackernews.com/2021/06/cyber-espionage-by-chinese-hackers-in.html
A New Spyware is Targeting Telegram and Psiphon VPN Users in Iran	June 17, 2021	https://thehackernews.com/2021/06/a-new-spyware-is-targeting-telegram-and.html
Malware Attack on South Korean Entities Was Work of Andariel Group	June 16, 2021	https://thehackernews.com/2021/06/malware-attack-on-south-korean-entities.html
NoxPlayer Supply-Chain Attack is Likely the Work of Gelsemium Hackers	June 14, 2021	https://thehackernews.com/2021/06/noxplayer-supply-chain-attack-is-likely.html
U.S. Recovers $2.3 Million Ransom Paid to Colonial Pipeline Hackers	June 08, 2021	https://thehackernews.com/2021/06/us-recovers-23-million-ransom-paid-to.html
Hackers Breached Colonial Pipeline Using Compromised VPN Password	June 07, 2021	https://thehackernews.com/2021/06/hackers-breached-colonial-pipeline.html
Necro Python Malware Upgrades With New Exploits and Crypto Mining Capabilities	June 03, 2021	https://thehackernews.com/2021/06/necro-python-malware-upgrades-with-new.html
Researchers Uncover Hacking Operations Targeting Government Entities in South Korea	June 02, 2021	https://thehackernews.com/2021/06/researchers-uncover-hacking-operations.html
Google Researchers Discover A New Variant of Rowhammer Attack	May 26, 2021	https://thehackernews.com/2021/05/google-researchers-discover-new-variant.html
FBI Analyst Charged With Stealing Counterterrorism and Cyber Threat Info	May 22, 2021	https://thehackernews.com/2021/05/fbi-analyst-charged-with-stealing.html
Microsoft Warns of Data Stealing Malware That Pretends to Be Ransomware	May 21, 2021	https://thehackernews.com/2021/05/microsoft-warns-of-data-stealing.html
Watering Hole Attack Was Used to Target Florida Water Utilities	May 20, 2021	https://thehackernews.com/2021/05/watering-hole-attack-was-used-to-target.html
Pakistan-Linked Hackers Added New Windows Malware to Its Arsenal	May 14, 2021	https://thehackernews.com/2021/05/pakistan-linked-hackers-added-new.html
Rapid7 Source Code Breached in Codecov Supply-Chain Attack	May 14, 2021	https://thehackernews.com/2021/05/rapid7-source-code-breached-in-codecov.html
U.S. Declares Emergency in 17 States Over Fuel Pipeline Cyber Attack	May 11, 2021	https://thehackernews.com/2021/05/us-declares-emergency-in-17-states-over.html
Ransomware Cyber Attack Forced the Largest U.S. Fuel Pipeline to Shut Down	May 09, 2021	https://thehackernews.com/2021/05/ransomware-cyber-attack-forced-largest.html
Top 12 Security Flaws Russian Spy Hackers Are Exploiting in the Wild	May 08, 2021	https://thehackernews.com/2021/05/top-11-security-flaws-russian-spy.html
 New Stealthy Rootkit Infiltrated Networks of High-Profile Organizations	May 07, 2021	https://thehackernews.com/2021/05/new-stealthy-rootkit-infiltrated.html
New Pingback Malware Using ICMP Tunneling to Evade C&C Detection	May 04, 2021	https://thehackernews.com/2021/05/new-pingback-malware-using-icmp.html
New Chinese Malware Targeted Russia's Largest Nuclear Submarine Designer	May 03, 2021	https://thehackernews.com/2021/05/new-chinese-malware-targeted-russias.html
Passwordstate Warns of Ongoing Phishing Attacks Following Data Breach	April 30, 2021	https://thehackernews.com/2021/04/passwordstate-warns-of-ongoing-phishing.html
LuckyMouse Hackers Target Banks, Companies and Governments in 2020	April 29, 2021	https://thehackernews.com/2021/04/luckymouse-hackers-target-banks.html
Hackers Threaten to Leak D.C. Police Informants' Info If Ransom Is Not Paid	April 27, 2021	https://thehackernews.com/2021/04/hackers-threaten-to-leak-dc-police.html
FBI, CISA Uncover Tactics Employed by Russian Intelligence Hackers	April 27, 2021	https://thehackernews.com/2021/04/fbi-cisa-uncover-tactics-employed-by.html
Emotet Malware Destroys Itself From All Infected Computers	April 26, 2021	https://thehackernews.com/2021/04/emotet-malware-destroys-itself-today.html
Passwordstate Password Manager Update Hijacked to Install Backdoor on Thousands of PCs	April 24, 2021	https://thehackernews.com/2021/04/passwordstate-password-manager-update.html
Hackers Exploit VPN to Deploy SUPERNOVA malware on SolarWinds Orion	April 23, 2021	https://thehackernews.com/2021/04/hackers-exploit-vpn-flaw-to-deploy.html
Researchers Find Additional Infrastructure Used By SolarWinds Hackers	April 22, 2021	https://thehackernews.com/2021/04/researchers-find-additional.html
Facebook Busts Palestinian Hackers' Operation Spreading Mobile Spyware	April 22, 2021	https://thehackernews.com/2021/04/facebook-busts-palestinian-hackers.html
3 Zero-Day Exploits Hit SonicWall Enterprise Email Security Appliances	April 21, 2021	https://thehackernews.com/2021/04/3-zero-day-exploits-hit-sonicwall.html
WARNING: Hackers Exploit Unpatched Pulse Secure 0-Day to Breach Organizations	April 21, 2021	https://thehackernews.com/2021/04/warning-hackers-exploit-unpatched-pulse.html
US Sanctions Russia and Expels 10 Diplomats Over SolarWinds Cyberattack	April 15, 2021	https://thehackernews.com/2021/04/us-sanctions-russia-and-expels-10.html
"Detecting the ""Next"" SolarWinds-Style Cyber Attack"	April 13, 2021	https://thehackernews.com/2021/04/detecting-next-solarwinds-attack.html
Alert — There's A New Malware Out There Snatching Users' Passwords	April 09, 2021	https://thehackernews.com/2021/04/alert-theres-new-malware-out-there.html
Researchers uncover a new Iranian malware used in recent cyberattacks	April 08, 2021	https://thehackernews.com/2021/04/researchers-uncover-new-iranian-malware.html
Hackers Exploit Unpatched VPNs to Install Ransomware on Industrial Targets	April 08, 2021	https://thehackernews.com/2021/04/hackers-exploit-unpatched-vpns-to.html
PHP Site's User Database Was Hacked In Recent Source Code Backdoor Attack	April 08, 2021	https://thehackernews.com/2021/04/php-sites-user-database-was-hacked-in.html
Hackers From China Target Vietnamese Military and Government	April 06, 2021	https://thehackernews.com/2021/04/hackers-from-china-target-vietnamese.html
22-Year-Old Charged With Hacking Water System and Endangering Lives	April 01, 2021	https://thehackernews.com/2021/04/22-year-old-charged-with-hacking-water.html
Hackers Set Up a Fake Cybersecurity Firm to Target Security Experts	April 01, 2021	https://thehackernews.com/2021/03/hackers-set-up-fake-cybersecurity-firm.html
Black Kingdom Ransomware Hunting Unpatched Microsoft Exchange Servers	March 25, 2021	https://thehackernews.com/2021/03/black-kingdom-ransomware-hunting.html
Purple Fox Rootkit Can Now Spread Itself to Other Windows Computers	March 24, 2021	https://thehackernews.com/2021/03/purple-fox-rootkit-can-now-spread.html
WARNING: A New Android Zero-Day Vulnerability Is Under Active Attack	March 23, 2021	https://thehackernews.com/2021/03/warning-new-android-zero-day.html
Tesla Ransomware Hacker Pleads Guilty; Swiss Hacktivist Charged for Fraud	March 19, 2021	https://thehackernews.com/2021/03/tesla-ransomware-hacker-pledges-guilty.html
Mimecast Finds SolarWinds Hackers Stole Some of Its Source Code	March 17, 2021	https://thehackernews.com/2021/03/mimecast-finds-solarwinds-hackers-stole.html
18-Year-Old Hacker Gets 3 Years in Prison for Massive Twitter 'Bitcoin Scam' Hack	March 17, 2021	https://thehackernews.com/2021/03/18-year-old-hacker-gets-3-years-in.html
Use This One-Click Mitigation Tool from Microsoft to Prevent Exchange Attacks	March 16, 2021	https://thehackernews.com/2021/03/use-this-one-click-mitigation-tool-from.html
Rising Demand for DDoS Protection Software Market By 2020-2028	March 15, 2021	https://thehackernews.com/2021/03/rising-demand-for-ddos-protection.html
Another Google Chrome 0-Day Bug Found Actively Exploited In-the-Wild	March 13, 2021	https://thehackernews.com/2021/03/another-google-chrome-0-day-bug-found.html
FIN8 Hackers Return With More Powerful Version of BADHATCH PoS Malware	March 10, 2021	https://thehackernews.com/2021/03/fin8-hackers-return-with-more-powerful.html
Cybersecurity Webinar — SolarWinds Sunburst: The Big Picture	March 09, 2021	https://thehackernews.com/2021/03/cybersecurity-webinar-solarwinds.html
SolarWinds Hack — New Evidence Suggests Potential Links to Chinese Hackers	March 09, 2021	https://thehackernews.com/2021/03/solarwinds-hack-new-evidence-suggests.html
Microsoft Exchange Hackers Also Breached European Banking Authority	March 09, 2021	https://thehackernews.com/2021/03/microsoft-exchange-hackers-also.html
Iranian Hackers Using Remote Utilities Software to Spy On Its Targets	March 08, 2021	https://thehackernews.com/2021/03/iranian-hackers-using-remote-utilities.html
Microsoft Exchange Cyber Attack — What Do We Know So Far?	March 08, 2021	https://thehackernews.com/2021/03/microsoft-exchange-cyber-attack-what-do.html
Mazafaka — Elite Hacking and Cybercrime Forum — Got Hacked!	March 05, 2021	https://thehackernews.com/2021/03/mazafaka-elite-hacking-and-cybercrime.html
CISA Issues Emergency Directive on In-the-Wild Microsoft Exchange Flaws	March 04, 2021	https://thehackernews.com/2021/03/cisa-issues-emergency-directive-on-in.html
Gootkit RAT Using SEO to Distribute Malware Through Compromised Sites	March 01, 2021	https://thehackernews.com/2021/03/gootkit-rat-using-seo-to-distribute.html
Chinese Hackers Targeted India's Power Grid Amid Geopolitical Tensions	March 01, 2021	https://thehackernews.com/2021/03/chinese-hackers-targeted-indias-power.html
North Korean Hackers Targeting Defense Firms with ThreatNeedle Malware	February 26, 2021	https://thehackernews.com/2021/02/north-korean-hackers-targeting-defense.html
Chinese Hackers Using Firefox Extension to Spy On Tibetan Organizations	February 25, 2021	https://thehackernews.com/2021/02/chinese-hackers-using-firefox-extension.html
Russian Hackers Targeted Ukraine Authorities With Supply-Chain Malware Attack	February 25, 2021	https://thehackernews.com/2021/02/russian-hackers-targeted-ukraine.html
Everything You Need to Know About Evolving Threat of Ransomware	February 24, 2021	https://thehackernews.com/2021/02/everything-you-need-to-know-about.html
Hackers Exploit Accellion Zero-Days in Recent Data Theft and Extortion Attacks	February 23, 2021	https://thehackernews.com/2021/02/hackers-exploit-accellion-zero-days-in.html
Masslogger Trojan Upgraded to Steal All Your Outlook, Chrome Credentials	February 19, 2021	https://thehackernews.com/2021/02/masslogger-trojan-upgraded-to-steal-all.html
SolarWinds Hackers Stole Some Source Code for Microsoft Azure, Exchange, Intune	February 19, 2021	https://thehackernews.com/2021/02/solarwinds-hackers-stole-some-source.html
U.S. Charges 3 North Korean Hackers Over $1.3 Billion Cryptocurrency Heist	February 18, 2021	https://thehackernews.com/2021/02/us-charges-3-north-korean-hackers-over.html
Researchers Unmask Hackers Behind APOMacroSploit Malware Builder	February 17, 2021	https://thehackernews.com/2021/02/researchers-unmask-hackers-behind.html
Hackers Exploit IT Monitoring Tool Centreon to Target Several French Entities	February 16, 2021	https://thehackernews.com/2021/02/hackers-exploit-it-monitoring-tool.html
Poor Password Security Led to Recent Water Treatment Facility Hack	February 11, 2021	https://thehackernews.com/2021/02/poor-password-security-lead-to-recent.html
Ukrainian Police Arrest Author of World's Largest Phishing Service U-Admin	February 09, 2021	https://thehackernews.com/2021/02/ukrainian-police-arrest-author-of.html
Hacker Tried Poisoning Water Supply After Breaking Into Florida's Treatment System	February 09, 2021	https://thehackernews.com/2021/02/hacker-tried-poisoning-water-supply.html
Detailed: Here's How Iran Spies on Dissidents with the Help of Hackers	February 08, 2021	https://thehackernews.com/2021/02/researchers-reveal-how-iran-spies-on.html
Hackers Exploiting Critical Zero-Day Bug in SonicWall SMA 100 Devices	February 02, 2021	https://thehackernews.com/2021/02/hackers-exploiting-critical-zero-day.html
LIVE Webinar: Major Lessons to be Learned from Top Cyber Attacks in 2020	February 01, 2021	https://thehackernews.com/2021/02/live-webinar-major-lessons-to-be.html
Hezbollah Hacker Group Targeted Telecoms, Hosting, ISPs Worldwide	January 29, 2021	https://thehackernews.com/2021/01/hezbollah-hacker-group-targeted.html
Italy CERT Warns of a New Credential Stealing Android Malware	January 28, 2021	https://thehackernews.com/2021/01/italy-cert-warns-of-new-credential.html
Authorities Seize Dark-Web Site Linked to the Netwalker Ransomware	January 28, 2021	https://thehackernews.com/2021/01/authorities-seize-dark-web-site-linked.html
European Authorities Disrupt Emotet — World's Most Dangerous Malware	January 28, 2021	https://thehackernews.com/2021/01/european-authorities-disrupt-emotet.html
Top Cyber Attacks of 2020	January 27, 2021	https://thehackernews.com/2021/01/top-cyber-attacks-of-2020.html
In the Wake of the SolarWinds Hack, Here's How Businesses Should Respond	January 27, 2021	https://thehackernews.com/2021/01/in-wake-of-solarwinds-hack-heres-how.html
Targeted Phishing Attacks Strike High-Ranking Company Executives	January 26, 2021	https://thehackernews.com/2021/01/targeted-phishing-attacks-target-high.html
TikTok Bug Could Have Exposed Users' Profile Data and Phone Numbers	January 26, 2021	https://thehackernews.com/2021/01/tiktok-bug-could-have-exposed-users.html
N. Korean Hackers Targeting Security Experts to Steal Undisclosed Researches	January 26, 2021	https://thehackernews.com/2021/01/n-korean-hackers-targeting-security.html
Exclusive: SonicWall Hacked Using 0-Day Bugs In Its Own VPN Product	January 23, 2021	https://thehackernews.com/2021/01/exclusive-sonicwall-hacked-using-0-day.html
MrbMiner Crypto-Mining Malware Links to Iranian Software Company	January 21, 2021	https://thehackernews.com/2021/01/mrbminer-crypto-mining-malware-links-to.html
Here's How SolarWinds Hackers Stayed Undetected for Long Enough	January 21, 2021	https://thehackernews.com/2021/01/heres-how-solarwinds-hackers-stayed.html
Hackers Accidentally Expose Passwords Stolen From Businesses On the Internet	January 21, 2021	https://thehackernews.com/2021/01/hackers-accidentally-expose-passwords.html
Researchers Discover Raindrop — 4th Malware Linked to the SolarWinds Attack	January 19, 2021	https://thehackernews.com/2021/01/researchers-discover-raindrop-4th.html
FreakOut! Ongoing Botnet Attack Exploiting Recent Linux Vulnerabilities	January 19, 2021	https://thehackernews.com/2021/01/freakout-ongoing-botnet-attack.html
Researchers Disclose Undocumented Chinese Malware Used in Recent Attacks	January 15, 2021	https://thehackernews.com/2021/01/researchers-disclose-undocumented.html
Experts Uncover Malware Attacks Against Colombian Government and Companies	January 14, 2021	https://thehackernews.com/2021/01/experts-uncover-malware-attacks-against.html
Hackers Steal Mimecast Certificate Used to Securely Connect with Microsoft 365	January 13, 2021	https://thehackernews.com/2021/01/hackers-steal-mimecast-certificate-used.html
Warning — 5 New Trojanized Android Apps Spying On Users In Pakistan	January 12, 2021	https://thehackernews.com/2021/01/warning-5-new-trojanized-android-apps.html
Unveiled: SUNSPOT Malware Was Used to Inject SolarWinds Backdoor	January 12, 2021	https://thehackernews.com/2021/01/unveiled-sunspot-malware-was-used-to.html
Researchers Find Links Between Sunburst and Russian Kazuar Malware	January 11, 2021	https://thehackernews.com/2021/01/researchers-find-links-between-sunburst.html
Russian Hacker Gets 12-Years Prison for Massive JP Morgan Chase Hack	January 11, 2021	https://thehackernews.com/2021/01/russian-hacker-gets-12-years-prison-for.html
ALERT: North Korean hackers targeting South Korea with RokRat Trojan	January 08, 2021	https://thehackernews.com/2021/01/alert-north-korean-hackers-targeting.html
SolarWinds Hackers Also Accessed U.S. Justice Department's Email Server	January 07, 2021	https://thehackernews.com/2021/01/solarwinds-hackers-also-accessed-us.html
Hackers Using Fake Trump's Scandal Video to Spread QNode Malware	January 06, 2021	https://thehackernews.com/2021/01/hackers-using-fake-trumps-scandal-video.html
FBI, CISA, NSA Officially Blame Russia for SolarWinds Cyber Attack	January 06, 2021	https://thehackernews.com/2021/01/fbi-cisa-nsa-officially-blames-russia.html
Healthcare Industry Witnessed 45% Spike in Cyber Attacks Since Nov 20	January 05, 2021	https://thehackernews.com/2021/01/healthcare-industry-witnessed-45-spike.html
Ticketmaster To Pay $10 Million Fine For Hacking A Rival Company	January 02, 2021	https://thehackernews.com/2021/01/ticketmaster-to-pay-10-million-fine-for.html
Microsoft Says SolarWinds Hackers Accessed Some of Its Source Code	January 01, 2021	https://thehackernews.com/2020/12/microsoft-says-solarwinds-hackers.html
AutoHotkey-Based Password Stealer Targeting  US, Canadian Banking Users	December 29, 2020	https://thehackernews.com/2020/12/autohotkey-based-password-stealer.html
A New SolarWinds Flaw Likely Had Let Hackers Install SUPERNOVA Malware	December 27, 2020	https://thehackernews.com/2020/12/a-new-solarwinds-flaw-likely-had-let.html
Microsoft Warns CrowdStrike of Hackers Targeting Azure Cloud Customers	December 25, 2020	https://thehackernews.com/2020/12/microsoft-warns-crowdstrike-of-hackers.html
Attackers Abusing Citrix NetScaler Devices to Launch Amplified DDoS Attacks	December 25, 2020	https://thehackernews.com/2020/12/citrix-adc-ddos-attack.html
A Second Hacker Group May Have Also Breached SolarWinds, Microsoft Says	December 22, 2020	https://thehackernews.com/2020/12/a-second-hacker-group-may-have-also.html
Microsoft Says Its Systems Were Also Breached in Massive SolarWinds Hack	December 18, 2020	https://thehackernews.com/2020/12/microsoft-says-its-systems-were-also.html
Software Supply-Chain Attack Hits Vietnam Government Certification Authority	December 17, 2020	https://thehackernews.com/2020/12/software-supply-chain-attack-hits.html
New Evidence Suggests SolarWinds' Codebase Was Hacked to Inject Backdoor	December 16, 2020	https://thehackernews.com/2020/12/new-evidence-suggests-solarwinds.html
Nearly 18,000 SolarWinds Customers Installed Backdoored Software	December 15, 2020	https://thehackernews.com/2020/12/nearly-18000-solarwinds-customers.html
Exfiltrating Data from Air-Gapped Computers via Wi-Fi Signals (Without Wi-Fi Hardware)	December 15, 2020	https://thehackernews.com/2020/12/exfiltrating-data-from-air-gapped.html
US Agencies and FireEye Were Hacked Using SolarWinds Software Backdoor	December 14, 2020	https://thehackernews.com/2020/12/us-agencies-and-fireeye-were-hacked.html
Mount Locker Ransomware Offering Double Extortion Scheme to Other Hackers	December 11, 2020	https://thehackernews.com/2020/12/mount-locker-ransomware-offering-double.html
Hackers Targeting Companies Involved in Covid-19 Vaccine Distribution	December 04, 2020	https://thehackernews.com/2020/12/hackers-targeting-companies-involved-in.html
Hackers-For-Hire Group Develops New 'PowerPepper' In-Memory Malware	December 04, 2020	https://thehackernews.com/2020/12/hackers-for-hire-group-develops-new.html
TrickBot Malware Gets UEFI/BIOS Bootkit Feature to Remain Undetected	December 03, 2020	https://thehackernews.com/2020/12/trickbot-malware-gets-uefibios-bootkit.html
Experts Uncover 'Crutch' Russian Malware Used in APT Attacks for 5 Years	December 02, 2020	https://thehackernews.com/2020/12/experts-uncover-crutch-russian-malware.html
Nation-State Hackers Caught Hiding Espionage Activities Behind Crypto Miners	December 01, 2020	https://thehackernews.com/2020/12/nation-state-hackers-caught-hiding.html
Digitally Signed Bandook Malware Once Again Targets Multiple Sectors	November 27, 2020	https://thehackernews.com/2020/11/digitally-signed-bandook-malware-once.html
Chinese APT Hackers Target Southeast Asian Government Institutions	November 17, 2020	https://thehackernews.com/2020/11/chinese-apt-hackers-target-southeast.html
New ModPipe Point of Sale (POS) Malware Targeting Restaurants, Hotels	November 12, 2020	https://thehackernews.com/2020/11/new-modpipe-point-of-sale-pos-malware.html
New Kimsuky Module Makes North Korean Spyware More Powerful	November 03, 2020	https://thehackernews.com/2020/11/new-kimsuky-module-makes-north-korean.html
FBI, DHS Warn Of Possible Major Ransomware Attacks On Healthcare Systems	October 29, 2020	https://thehackernews.com/2020/10/ransomware-attack-hospital.html
TrickBot Linux Variants Active in the Wild Despite Recent Takedown	October 28, 2020	https://thehackernews.com/2020/10/trickbot-linux-variants-active-in-wild.html
New Chrome 0-day Under Active Attacks – Update Your Browser Now	October 21, 2020	https://thehackernews.com/2020/10/chrome-zeroday-attacks.html
U.S. Charges 6 Russian Intelligence Officers Over Destructive Cyberattacks	October 20, 2020	https://thehackernews.com/2020/10/russian-hackers.html
Researchers Uncover Cyber Espionage Operation Aimed At Indian Army	September 28, 2020	https://thehackernews.com/2020/09/cyberattack-indian-army.html
A New Hacking Group Hitting Russian Companies With Ransomware	September 23, 2020	https://thehackernews.com/2020/09/russian-ransomware-hack.html
British Hacker Sentenced to 5 Years for Blackmailing U.S. Companies	September 22, 2020	https://thehackernews.com/2020/09/british-hacker-jailed.html
A Patient Dies After Ransomware Attack Paralyzes German Hospital Systems	September 21, 2020	https://thehackernews.com/2020/09/a-patient-dies-after-ransomware-attack.html
U.S. Treasury Sanctions Hacking Group Backed by Iranian Intelligence	September 18, 2020	https://thehackernews.com/2020/09/iranian-hackers-sanctioned.html
U.S. Announces Charges Against 2 Russian and 2 Iranian Hackers	September 17, 2020	https://thehackernews.com/2020/09/us-announces-charges-against-2-russian.html
FBI adds 5 Chinese APT41 hackers to its Cyber's Most Wanted List	September 16, 2020	https://thehackernews.com/2020/09/apt41-hackers-wanted-by-fbi.html
2 Hackers Charged for Defacing Sites after U.S. Airstrike Killed Iranian General	September 16, 2020	https://thehackernews.com/2020/09/soleimani-website-hacking.html
New Report Explains COVID-19's Impact on Cyber Security	September 16, 2020	https://thehackernews.com/2020/09/covid-cybersecurity-report.html
New Linux Malware Steals Call Details from VoIP Softswitch Systems	September 11, 2020	https://thehackernews.com/2020/09/linux-voip-softswitch-malware.html
Hackers Stole $5.4 Million From Eterbase Cryptocurrency Exchange	September 11, 2020	https://thehackernews.com/2020/09/hackers-stole-cryptocurrencies.html
New Raccoon Attack Could Let Attackers Break SSL/TLS Encryption	September 10, 2020	https://thehackernews.com/2020/09/raccoon-ssl-tls-encryption.html
New PIN Verification Bypass Flaw Affects Visa Contactless Payments	September 07, 2020	https://thehackernews.com/2020/09/emv-payment-card-pin-hacking.html
Evilnum hackers targeting financial firms with a new Python-based RAT	September 04, 2020	https://thehackernews.com/2020/09/evilnum-hackers.html
Iranian Hackers Pose as Journalists to Trick Victims Into Installing Malware	August 28, 2020	https://thehackernews.com/2020/08/hackers-journalist-malware.html
QakBot Banking Trojan Returned With New Sneaky Tricks to Steal Your Money	August 27, 2020	https://thehackernews.com/2020/08/qakbot-banking-trojan.html
Russian Arrested After Offering $1 Million to U.S. Company Employee for Planting Malware	August 26, 2020	https://thehackernews.com/2020/08/russian-extortion-malware.html
A Google Drive 'Feature' Could Let Attackers Trick You Into Installing Malware	August 22, 2020	https://thehackernews.com/2020/08/google-drive-file-versions.html
Hackers Target Defense Contractors' Employees By Posing as Recruiters	August 21, 2020	https://thehackernews.com/2020/08/job-offer-hackers.html
Experian South Africa Suffers Data Breach Affecting Millions; Attacker Identified	August 20, 2020	https://thehackernews.com/2020/08/experian-data-breach-attack.html
Researchers Exploited A Bug in Emotet to Stop the Spread of Malware	August 17, 2020	https://thehackernews.com/2020/08/emotet-botnet-malware.html
Researcher Demonstrates 4 New Variants of HTTP Request Smuggling Attack	August 06, 2020	https://thehackernews.com/2020/08/http-request-smuggling.html
US Government Warns of a New Strain of Chinese 'Taidoor' Virus	August 04, 2020	https://thehackernews.com/2020/08/chinese-hacking-malware.html
EU sanctions hackers from China, Russia, North Korea who're wanted by the FBI	July 31, 2020	https://thehackernews.com/2020/07/sanctions-against-wanted-hackers.html
Industrial VPN Flaws Could Let Attackers Target Critical Infrastructures	July 29, 2020	https://thehackernews.com/2020/07/industrial-vpn-security.html
QSnatch Data-Stealing Malware Infected Over 62,000 QNAP NAS Devices	July 28, 2020	https://thehackernews.com/2020/07/qnap-nas-malware-attack.html
Smartwatch Maker Garmin Shuts Down Services After Ransomware Attack	July 24, 2020	https://thehackernews.com/2020/07/garmin-ransomware-attack.html
4 Dangerous Brazilian Banking Trojans Now Trying to Rob Users Worldwide	July 15, 2020	https://thehackernews.com/2020/07/brazilian-banking-trojan.html
Advanced StrongPity Hackers Target Syria and Turkey with Retooled Spyware	June 30, 2020	https://thehackernews.com/2020/06/strongpity-syria-turkey-hackers.html
e-Commerce Site Hackers Now Hiding Credit Card Stealer Inside Image Metadata	June 29, 2020	https://thehackernews.com/2020/06/image-credit-card-skimmers.html
WikiLeaks Founder Charged With Conspiring With LulzSec & Anonymous Hackers	June 25, 2020	https://thehackernews.com/2020/06/wikileaks-lulzsec-anonymous-hackers.html
Hackers Target Military and Aerospace Staff by Posing as HRs Offering Jobs	June 17, 2020	https://thehackernews.com/2020/06/military-aerospace-hacking.html
Spies Can Listen to Your Conversations by Watching a Light Bulb in the Room	June 13, 2020	https://thehackernews.com/2020/06/lamphone-light-bulb-spy.html
Magecart Targets Emergency Services-related Sites via Insecure S3 Buckets	June 09, 2020	https://thehackernews.com/2020/06/magecart-skimmer-amazon.html
New USBCulprit Espionage Tool Steals Data From Air-Gapped Computers	June 04, 2020	https://thehackernews.com/2020/06/air-gap-malware-usbculprit.html
Chinese Researchers Disrupt Malware Attack That Infected Thousands of PCs	May 27, 2020	https://thehackernews.com/2020/05/chinese-botnet-malware.html
New ComRAT Malware Uses Gmail to Receive Commands and Exfiltrate Data	May 26, 2020	https://thehackernews.com/2020/05/gmail-malware-hacker.html
Iranian APT Group Targets Governments in Kuwait and Saudi Arabia	May 21, 2020	https://thehackernews.com/2020/05/iran-hackers-kuwait.html
U.S Defense Warns of 3 New Malware Used by North Korean Hackers	May 13, 2020	https://thehackernews.com/2020/05/fbi-north-korean-malware.html
This Asia-Pacific Cyber Espionage Campaign Went Undetected for 5 Years	May 07, 2020	https://thehackernews.com/2020/05/asia-pacific-cyber-espionage.html
Hackers Breach LineageOS, Ghost, DigiCert Servers Using SaltStack Vulnerability	May 04, 2020	https://thehackernews.com/2020/05/saltstack-rce-exploit.html
Targeted Phishing Attacks Successfully Hacked Top Executives At 150+ Companies	April 30, 2020	https://thehackernews.com/2020/04/targeted-phishing-attacks-successfully.html
U.S. Offers Rewards up to $5 Million for Information on North Korean Hackers	April 16, 2020	https://thehackernews.com/2020/04/north-korea-hackers.html
Dell Releases A New Cybersecurity Utility To Detect BIOS Attacks	April 14, 2020	https://thehackernews.com/2020/04/dell-bios-protection.html
Hackers Targeting Critical Healthcare Facilities With Ransomware During Coronavirus Pandemic	April 14, 2020	https://thehackernews.com/2020/04/ransomware-hospitals-coronavirus.html
Dark Nexus: A New Emerging IoT Botnet Malware Spotted in the Wild	April 08, 2020	https://thehackernews.com/2020/04/darknexus-iot-ddos-botnet.html
WARNING: Hackers Install Secret Backdoor on Thousands of Microsoft SQL Servers	April 01, 2020	https://thehackernews.com/2020/04/backdoor-.html
Marriott Suffers Second Breach Exposing Data of 5.2 Million Hotel Guests	March 31, 2020	https://thehackernews.com/2020/03/marriott-data-breach.html
Mukashi: A New Mirai IoT Botnet Variant Targeting Zyxel NAS Devices	March 21, 2020	https://thehackernews.com/2020/03/zyxel-mukashi-mirai-iot-botnet.html
Hackers Created Thousands of Coronavirus (COVID-19) Related Sites As Bait	March 18, 2020	https://thehackernews.com/2020/03/covid-19-coronavirus-hacker-malware.html
US Govt Warns Critical Industries After Ransomware Hits Gas Pipeline Facility	February 19, 2020	https://thehackernews.com/2020/02/critical-infrastructure-ransomware-attack.html
Emotet Malware Now Hacks Nearby Wi-Fi Networks to Infect New Victims	February 12, 2020	https://thehackernews.com/2020/02/emotet-malware-wifi-hacking.html
Russian Pleads Guilty to Running 'CardPlanet' to Sell Stolen Credit Cards	January 24, 2020	https://thehackernews.com/2020/01/russian-credit-card-hacker.html
PoC Exploits Released for Citrix ADC and Gateway RCE Vulnerability	January 11, 2020	https://thehackernews.com/2020/01/citrix-adc-gateway-exploit.html
Landry's Restaurant Chain Suffers Payment Card Theft Via PoS Malware	January 03, 2020	https://thehackernews.com/2020/01/landry-pos-malware-attack.html
British Hacker Accused of Blackmailing healthcare Firms Extradited to U.S.	December 19, 2019	https://thehackernews.com/2019/12/dark-overlord-hacker-extradited.html
